2025-11-26 12:21:18 | INFO    | medibot | New chat created 1217309c-b957-4c3b-b90f-67ac67ea06b3 for user 1019f2a5-6100-4183-aadd-a30f779968ca
2025-11-26 16:08:06 | WARNING | unstructured | libmagic is unavailable but assists in filetype detection. Please consider installing libmagic for better results.
2025-11-26 16:08:07 | WARNING | unstructured | libmagic is unavailable but assists in filetype detection. Please consider installing libmagic for better results.
2025-11-26 16:08:07 | WARNING | unstructured | libmagic is unavailable but assists in filetype detection. Please consider installing libmagic for better results.
2025-11-26 16:08:07 | WARNING | unstructured | libmagic is unavailable but assists in filetype detection. Please consider installing libmagic for better results.
2025-11-26 16:08:07 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 16:08:07 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: BAAI/bge-base-en-v1.5
2025-11-26 16:08:14 | WARNING | huggingface_hub.file_download | Xet Storage is enabled for this repo, but the 'hf_xet' package is not installed. Falling back to regular HTTP download. For better performance, install the package with: `pip install huggingface_hub[hf_xet]` or `pip install hf_xet`
2025-11-26 16:09:04 | WARNING | unstructured | libmagic is unavailable but assists in filetype detection. Please consider installing libmagic for better results.
2025-11-26 16:09:04 | WARNING | unstructured | libmagic is unavailable but assists in filetype detection. Please consider installing libmagic for better results.
2025-11-26 16:09:05 | WARNING | unstructured | libmagic is unavailable but assists in filetype detection. Please consider installing libmagic for better results.
2025-11-26 16:09:05 | WARNING | unstructured | libmagic is unavailable but assists in filetype detection. Please consider installing libmagic for better results.
2025-11-26 16:09:05 | WARNING | unstructured | libmagic is unavailable but assists in filetype detection. Please consider installing libmagic for better results.
2025-11-26 16:09:05 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 16:09:05 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: BAAI/bge-base-en-v1.5
2025-11-26 16:09:10 | INFO    | faiss.loader | Loading faiss with AVX2 support.
2025-11-26 16:09:10 | INFO    | faiss.loader | Successfully loaded faiss with AVX2 support.
2025-11-26 16:09:10 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 16:09:10 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: BAAI/bge-base-en-v1.5
2025-11-26 16:09:20 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 16:09:20 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: BAAI/bge-base-en-v1.5
2025-11-26 16:09:21 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 16:09:27 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 16:09:33 | INFO    | medibot | New chat created 5f989bc9-411b-40fd-b5b1-8ba1420552fc for user 1019f2a5-6100-4183-aadd-a30f779968ca
2025-11-26 16:10:26 | INFO    | medibot | New chat created 533e091d-93a5-4506-bafa-1d0c6e27c364 for user 1019f2a5-6100-4183-aadd-a30f779968ca
2025-11-26 16:10:29 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 16:10:29 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: BAAI/bge-base-en-v1.5
2025-11-26 16:10:39 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 16:10:49 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 16:10:49 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: BAAI/bge-base-en-v1.5
2025-11-26 16:10:58 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 16:11:07 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 16:11:07 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: BAAI/bge-base-en-v1.5
2025-11-26 16:11:15 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 16:11:41 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 16:11:41 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: BAAI/bge-base-en-v1.5
2025-11-26 16:11:48 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 16:12:08 | INFO    | medibot | New chat created 9526d9cd-2df7-4f29-8ce7-492bd531aa44 for user 1019f2a5-6100-4183-aadd-a30f779968ca
2025-11-26 16:12:16 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 16:12:16 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: BAAI/bge-base-en-v1.5
2025-11-26 16:12:22 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
